date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:20:49	25444/25444	---MCZ	200	added ('OK')	text/html	etag:%22c03b11282693b33f285e70d47f7a48a4-ssl-df%22	https://andreacolosiosound.com/en/news/	C:/My%20Web%20Sites/1/andreacolosiosound.com/en/news/index.html	(from https://andreacolosiosound.com/en/)
21:20:49	5846/5846	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%22572ed37f8125d51251dc0319e8a6547c-ssl-df%22	https://andreacolosiosound.com/en/contact	C:/My%20Web%20Sites/1/andreacolosiosound.com/en/contact.a.delayed	(from https://andreacolosiosound.com/en/)
21:20:52	16417/16417	---MCZ	200	added ('OK')	text/html	etag:%22572ed37f8125d51251dc0319e8a6547c-ssl-df%22	https://andreacolosiosound.com/en/contact/	C:/My%20Web%20Sites/1/andreacolosiosound.com/en/contact/index.html	(from https://andreacolosiosound.com/en/)
21:20:54	61972/61972	---M--	200	added ('OK')	image/jpeg	etag:%2217dd1b592a5767c01e8a2cc8f3009fa2%22	http://images.ctfassets.net/x66g2wq4vwn7/6ybKU4O8ty6kvdBWhVW4zj/2e518833777fa198987edfb330b46915/news-rolling-sound.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/6ybKU4O8ty6kvdBWhVW4zj/2e518833777fa198987edfb330b46915/news-rolling-sound.jpg	(from https://andreacolosiosound.com/en/)
21:20:54	89476/89476	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d84%22	https://code.jquery.com/jquery-3.5.1.min.js	C:/My%20Web%20Sites/1/code.jquery.com/jquery-3.5.1.min.js	(from https://andreacolosiosound.com/en/)
21:20:54	95337/95337	---MCZ	200	added ('OK')	application/javascript	etag:%22f8d7ce309bb94e459b83ec64ad971bb0-ssl-df%22	https://andreacolosiosound.com/js/script.min.js	C:/My%20Web%20Sites/1/andreacolosiosound.com/js/script.min.js	(from https://andreacolosiosound.com/en/)
21:20:55	163/163	---M--	200	added ('OK')	image/png	etag:%2216ba968f18eb28258f7def7a65a11c1b-ssl%22	https://andreacolosiosound.com/img/icons/dd-arrow.png	C:/My%20Web%20Sites/1/andreacolosiosound.com/img/icons/dd-arrow.png	(from https://andreacolosiosound.com/css/style.min.css)
21:20:56	449/449	---M--	200	added ('OK')	image/png	etag:%22f6811629740467869c1f3378ef3e2b74-ssl%22	https://andreacolosiosound.com/img/icons/arrows.png	C:/My%20Web%20Sites/1/andreacolosiosound.com/img/icons/arrows.png	(from https://andreacolosiosound.com/css/style.min.css)
21:20:58	252/252	---M--	200	added ('OK')	image/png	etag:%22c892fe07673b4397f92cc4e255f19cb4-ssl%22	https://andreacolosiosound.com/img/icons/close.png	C:/My%20Web%20Sites/1/andreacolosiosound.com/img/icons/close.png	(from https://andreacolosiosound.com/css/style.min.css)
21:20:58	18651/18651	---M--	200	added ('OK')	image/jpeg	etag:%22a7678275f1d922eb161143e323c25d10%22	http://images.ctfassets.net/x66g2wq4vwn7/1EgiouSDl6ec22Y8kSqyEw/2620a4ed6e93f892240e68d06bd1440d/demo-reel.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/1EgiouSDl6ec22Y8kSqyEw/2620a4ed6e93f892240e68d06bd1440d/demo-reel.jpg	(from https://andreacolosiosound.com/en/works/)
21:21:04	52224/52224	---M--	200	added ('OK')	image/jpeg	etag:%22f31b84151ffce6a5d7ff39ddc1ad81cb%22	http://images.ctfassets.net/x66g2wq4vwn7/4ATXZR0BOtcUKBFIyu6PIq/f9ff89f812ab26d174d09a5c468fe168/work-mind-the-gap-cover.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/4ATXZR0BOtcUKBFIyu6PIq/f9ff89f812ab26d174d09a5c468fe168/work-mind-the-gap-cover.jpg	(from https://andreacolosiosound.com/en/works/)
21:21:05	40180/40180	---M--	200	added ('OK')	image/jpeg	etag:%22a0c5fdd58f367d7a52d8b2ebc96f6b38%22	http://images.ctfassets.net/x66g2wq4vwn7/2fGP2X50Hicnd4jipWRxDC/e2d920f4ee22200e99c09d87bdcf2336/work-not-what-i-am-cover.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/2fGP2X50Hicnd4jipWRxDC/e2d920f4ee22200e99c09d87bdcf2336/work-not-what-i-am-cover.jpg	(from https://andreacolosiosound.com/en/works/)
21:21:08	55442/55442	---M--	200	added ('OK')	image/jpeg	etag:%22e5448d3a3d02ea67460accc01ea4927e%22	http://images.ctfassets.net/x66g2wq4vwn7/14wrpcTI4gJRGMtUVV3w1r/bef0f6d8ae7e0cbe5714fde8618e24a3/work-seedling-cover.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/14wrpcTI4gJRGMtUVV3w1r/bef0f6d8ae7e0cbe5714fde8618e24a3/work-seedling-cover.jpg	(from https://andreacolosiosound.com/en/works/)
21:21:10	36251/36251	---M--	200	added ('OK')	image/jpeg	etag:%22ecff11ba2bbf7a8de48c8f5f88078d30%22	http://images.ctfassets.net/x66g2wq4vwn7/4yDfxr9dUIS0iQoCqoUy2S/342ed226978e8f1f410918279b6e8472/looking-around.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/4yDfxr9dUIS0iQoCqoUy2S/342ed226978e8f1f410918279b6e8472/looking-around.jpg	(from https://andreacolosiosound.com/en/works/)
21:21:11	61683/61683	---M--	200	added ('OK')	image/jpeg	etag:%22b8e314bbe671e5277e91e84e3a7e0c2b%22	http://images.ctfassets.net/x66g2wq4vwn7/6zAg2ixxzz4ykELryJYCK2/4b9d3f06f4fa84b0a588898914791ff3/work-349320059.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/6zAg2ixxzz4ykELryJYCK2/4b9d3f06f4fa84b0a588898914791ff3/work-349320059.jpg	(from https://andreacolosiosound.com/en/works/)
21:21:14	40980/40980	---M--	200	added ('OK')	image/jpeg	etag:%22a4889059a8b05f3b016d5934f6367fe8%22	http://images.ctfassets.net/x66g2wq4vwn7/6hy7YZiNNuOWWeWWq2IqoE/6b53f9b2a56c358220e1cc00708ff244/inn.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/6hy7YZiNNuOWWeWWq2IqoE/6b53f9b2a56c358220e1cc00708ff244/inn.jpg	(from https://andreacolosiosound.com/en/works/)
21:21:16	72324/72324	---M--	200	added ('OK')	image/jpeg	etag:%22f40ce34b4206b06375972528a457127f%22	http://images.ctfassets.net/x66g2wq4vwn7/2DjqOMIRkU40oEK8MugIeA/e8f867c1e69a223afd6350afeff5f8cb/hzd.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/2DjqOMIRkU40oEK8MugIeA/e8f867c1e69a223afd6350afeff5f8cb/hzd.jpg	(from https://andreacolosiosound.com/en/works/)
21:21:19	28133/28133	---M--	200	added ('OK')	image/jpeg	etag:%223f5644bf2e81c163d715ace2c8b23817%22	http://images.ctfassets.net/x66g2wq4vwn7/4a67fx7BIsw2YiCyemeuCM/16703fae990cb973a474ca98af7f3212/DynamicDialogue_Cover.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/4a67fx7BIsw2YiCyemeuCM/16703fae990cb973a474ca98af7f3212/DynamicDialogue_Cover.jpg	(from https://andreacolosiosound.com/en/works/)
21:21:19	54404/54404	---M--	200	added ('OK')	image/jpeg	etag:%2220483a66ef3774f7263513dcec5ae810%22	http://images.ctfassets.net/x66g2wq4vwn7/1UNjFuU6qIs0ACKAESEkqO/f3e5008cb1bb791bc9dba74708d38c2c/nfs.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/1UNjFuU6qIs0ACKAESEkqO/f3e5008cb1bb791bc9dba74708d38c2c/nfs.jpg	(from https://andreacolosiosound.com/en/works/)
21:21:19	17580/17580	---M--	200	added ('OK')	image/jpeg	etag:%229b3d55e01dbb10aca6b4232e2f914d22%22	http://images.ctfassets.net/x66g2wq4vwn7/4WPMRMR5JK64aIWGMIe684/d6ca6ce50fabb14f433295a3b5adde25/Teto_Cover.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/4WPMRMR5JK64aIWGMIe684/d6ca6ce50fabb14f433295a3b5adde25/Teto_Cover.jpg	(from https://andreacolosiosound.com/en/works/)
21:21:20	56223/56223	---M--	200	added ('OK')	image/jpeg	etag:%229f3f214a18597cef040b29012c944b27%22	http://images.ctfassets.net/x66g2wq4vwn7/XrzinuS12MMeYAo6MAc0O/3c3ce240f47e7687cb8aad838d1ebd58/TetoBreakdown_Cover.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/XrzinuS12MMeYAo6MAc0O/3c3ce240f47e7687cb8aad838d1ebd58/TetoBreakdown_Cover.jpg	(from https://andreacolosiosound.com/en/works/)
21:21:24	18714/18714	---M--	200	added ('OK')	image/jpeg	etag:%228a8180b21503e40b89ed271ae9ad3471%22	http://images.ctfassets.net/x66g2wq4vwn7/1XCxcetDiYmGkKKkMG62E2/5b71f5801a412586dca229ceafafc621/te-fire.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/1XCxcetDiYmGkKKkMG62E2/5b71f5801a412586dca229ceafafc621/te-fire.jpg	(from https://andreacolosiosound.com/en/works/)
21:21:24	37514/37514	---M--	200	added ('OK')	image/jpeg	etag:%22d761b4134ad9f01e806bf1bfea97f15c%22	http://images.ctfassets.net/x66g2wq4vwn7/1GhtgVHfmkUsCoAwuS0kaM/89d7bc3e027961f2b4742cbcc766fa57/CarChase_Cover.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/1GhtgVHfmkUsCoAwuS0kaM/89d7bc3e027961f2b4742cbcc766fa57/CarChase_Cover.jpg	(from https://andreacolosiosound.com/en/works/)
21:21:27	45173/45173	---M--	200	added ('OK')	image/jpeg	etag:%2203044d3d5bff8bcea6369985d1a8d215%22	http://images.ctfassets.net/x66g2wq4vwn7/3NnLJQxaWIOOsMk6S4Ggke/4c051c860bcb04504d113577ccb370ac/CitySoundscape_Cover.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/3NnLJQxaWIOOsMk6S4Ggke/4c051c860bcb04504d113577ccb370ac/CitySoundscape_Cover.jpg	(from https://andreacolosiosound.com/en/works/)
21:21:27	43761/43761	---M--	200	added ('OK')	image/jpeg	etag:%22beb8760a91abd1afec89eb5373fbef1f%22	http://images.ctfassets.net/x66g2wq4vwn7/5Nd2n5RIAwkWKKMA0QY22k/8ea8985515ea8b1878c2cfe043a5c49d/shutter.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/5Nd2n5RIAwkWKKMA0QY22k/8ea8985515ea8b1878c2cfe043a5c49d/shutter.jpg	(from https://andreacolosiosound.com/en/works/)
21:21:30	35451/35451	---M--	200	added ('OK')	image/jpeg	etag:%22c1ab7541f49af443e25d9f7df640fc4d%22	http://images.ctfassets.net/x66g2wq4vwn7/553yg5k6cocSsY86MSkaiE/a1b219da2185dca322c3d717c0f9aa35/work-204837972.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/553yg5k6cocSsY86MSkaiE/a1b219da2185dca322c3d717c0f9aa35/work-204837972.jpg	(from https://andreacolosiosound.com/en/works/)
21:21:32	49816/49816	---M--	200	added ('OK')	image/jpeg	etag:%22dcbb8138e6d30acfe9d6e9439a52ea8d%22	http://images.ctfassets.net/x66g2wq4vwn7/14hoAOFgJkACg8K60iCAeK/48bdad0e8258edcd20163e96fbb51e74/MusicMachine_Cover.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/14hoAOFgJkACg8K60iCAeK/48bdad0e8258edcd20163e96fbb51e74/MusicMachine_Cover.jpg	(from https://andreacolosiosound.com/en/works/)
21:21:32	33077/33077	---M--	200	added ('OK')	image/jpeg	etag:%22b06bb88e754e6d04577a53c6753f5a6d%22	http://images.ctfassets.net/x66g2wq4vwn7/2LoiYu6Jryw8WASueciMSA/c567f588f18496d189b203d0a88a2466/andrea.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/2LoiYu6Jryw8WASueciMSA/c567f588f18496d189b203d0a88a2466/andrea.jpg	(from https://andreacolosiosound.com/en/about/)
21:21:46	114311/114311	---M--	200	added ('OK')	image/jpeg	etag:%2269a520dce456f6c46eddeabb014ac6ca%22	http://images.ctfassets.net/x66g2wq4vwn7/lnW8CA0z3u7MYZZ8dTnkZ/3aba7971f063b110d083bda943e59d40/about-mutatio-bts-1.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/lnW8CA0z3u7MYZZ8dTnkZ/3aba7971f063b110d083bda943e59d40/about-mutatio-bts-1.jpg	(from https://andreacolosiosound.com/en/about/)
21:21:48	97547/97547	---M--	200	added ('OK')	image/jpeg	etag:%22d052e98beace8fdf3af29ce7b4efcfc8%22	http://images.ctfassets.net/x66g2wq4vwn7/1ZIyHTuHZX2GTOkNqKL43L/6fa54cbae2e3d2c808c2c385cc68dcc4/about-mutatio-bts-4.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/1ZIyHTuHZX2GTOkNqKL43L/6fa54cbae2e3d2c808c2c385cc68dcc4/about-mutatio-bts-4.jpg	(from https://andreacolosiosound.com/en/about/)
21:21:50	114924/114924	---M--	200	added ('OK')	image/jpeg	etag:%22dbfe3a92f99b7032a5f84706d00e98ba%22	http://images.ctfassets.net/x66g2wq4vwn7/5BMzrxGleDnyQCM2AIgCqQ/cf9a26aeefcd289b001d87e39ae3086b/about-mutatio-bts-3.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/5BMzrxGleDnyQCM2AIgCqQ/cf9a26aeefcd289b001d87e39ae3086b/about-mutatio-bts-3.jpg	(from https://andreacolosiosound.com/en/about/)
21:21:50	133495/133495	---M--	200	added ('OK')	image/jpeg	etag:%22974b1a47f757ac0f9af19108cc585152%22	http://images.ctfassets.net/x66g2wq4vwn7/6kPRVImybGnyOkUGfj8mOf/3138e3a7a3a2a8dff79ccc200cd20012/about-mutatio-bts-2.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/6kPRVImybGnyOkUGfj8mOf/3138e3a7a3a2a8dff79ccc200cd20012/about-mutatio-bts-2.jpg	(from https://andreacolosiosound.com/en/about/)
21:22:01	97209/97209	---M--	200	added ('OK')	image/jpeg	etag:%2274a68ce4d133ecdce1c3f8f551b0905d%22	http://images.ctfassets.net/x66g2wq4vwn7/3yAFCmavPPegeLRpUkibA5/97977a5afcb2235218975999495a564d/about-mutatio-bts-5.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/3yAFCmavPPegeLRpUkibA5/97977a5afcb2235218975999495a564d/about-mutatio-bts-5.jpg	(from https://andreacolosiosound.com/en/about/)
21:22:08	122963/122963	---M--	200	added ('OK')	image/jpeg	etag:%2272e7c858ec6f7716e7920db9818a99fe%22	http://images.ctfassets.net/x66g2wq4vwn7/2Rl47f3jcL0rTFME9xbTwf/94db0a2918ae1a6e2a3826bdb73cb6e9/seedling-bts-1.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/2Rl47f3jcL0rTFME9xbTwf/94db0a2918ae1a6e2a3826bdb73cb6e9/seedling-bts-1.jpg	(from https://andreacolosiosound.com/en/about/)
21:22:08	110241/110241	---M--	200	added ('OK')	image/jpeg	etag:%2215d67a41b2a5b429fdea14a1917e4bef%22	http://images.ctfassets.net/x66g2wq4vwn7/39UKj8qW5er8f6cAOuD8Hv/457d8edf1b249db49ff445ee59214bce/seedling-bts-2.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/39UKj8qW5er8f6cAOuD8Hv/457d8edf1b249db49ff445ee59214bce/seedling-bts-2.jpg	(from https://andreacolosiosound.com/en/about/)
21:22:10	124634/124634	---M--	200	added ('OK')	image/jpeg	etag:%22a9aba84a4ec0378f8fa3cad0203d623b%22	http://images.ctfassets.net/x66g2wq4vwn7/rDhnB9euvHpegDHrLbp4n/e229821e055633502ac163e926f750ca/seedling-bts-3.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/rDhnB9euvHpegDHrLbp4n/e229821e055633502ac163e926f750ca/seedling-bts-3.jpg	(from https://andreacolosiosound.com/en/about/)
21:22:15	92177/92177	---M--	200	added ('OK')	image/jpeg	etag:%22d241e2c3652d5d94000ff321a2902c89%22	http://images.ctfassets.net/x66g2wq4vwn7/2qJduADZitMDTNLS9nYmix/150d55f22b043f80a4a6c885ffc9cbd2/seedling-bts-4.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/2qJduADZitMDTNLS9nYmix/150d55f22b043f80a4a6c885ffc9cbd2/seedling-bts-4.jpg	(from https://andreacolosiosound.com/en/about/)
21:22:17	54074/54074	---M--	200	added ('OK')	image/jpeg	etag:%22b6d3f920e8db8c16b651cde57dee70b7%22	http://images.ctfassets.net/x66g2wq4vwn7/4uSeozpIh2GeoK4SKuu0Mg/6561f8d3a0cc88b22eabdbda8eb56add/andrea-beach.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/4uSeozpIh2GeoK4SKuu0Mg/6561f8d3a0cc88b22eabdbda8eb56add/andrea-beach.jpg	(from https://andreacolosiosound.com/en/about/)
21:22:24	79444/79444	---M--	200	added ('OK')	image/jpeg	etag:%22342027c5b7eb567b532e051af58b3a9e%22	http://images.ctfassets.net/x66g2wq4vwn7/3sMTBuuqPYsw2OsywYWSiK/967f58e510048015570ea2bf5fd7625c/andrea-and-sofia.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/3sMTBuuqPYsw2OsywYWSiK/967f58e510048015570ea2bf5fd7625c/andrea-and-sofia.jpg	(from https://andreacolosiosound.com/en/about/)
21:22:29	116690/116690	---M--	200	added ('OK')	image/jpeg	etag:%220378714dccd619cc6252388f639797ea%22	http://images.ctfassets.net/x66g2wq4vwn7/3pHHCFlxT24mW6CaA4uSGO/218fa123f0f308673b68980b8669de48/andrea-studio.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/3pHHCFlxT24mW6CaA4uSGO/218fa123f0f308673b68980b8669de48/andrea-studio.jpg	(from https://andreacolosiosound.com/en/about/)
21:22:35	115570/115570	---M--	200	added ('OK')	image/jpeg	etag:%22085ffddf59b06126c53715da681285ad%22	http://images.ctfassets.net/x66g2wq4vwn7/40EdDRXdawE4IYcKE06s4w/b667bff12b277e06648575db7593caac/microphone-street.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/40EdDRXdawE4IYcKE06s4w/b667bff12b277e06648575db7593caac/microphone-street.jpg	(from https://andreacolosiosound.com/en/about/)
21:22:41	104407/104407	---M--	200	added ('OK')	image/jpeg	etag:%22ad7ec66fca4345f3b29a2ebdd279c92a%22	http://images.ctfassets.net/x66g2wq4vwn7/3NKEWtegMMy8cuKk8Ykqgq/50f8742a0f1ec7fd83ebc9cc1be2f85b/microphone-bike.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/3NKEWtegMMy8cuKk8Ykqgq/50f8742a0f1ec7fd83ebc9cc1be2f85b/microphone-bike.jpg	(from https://andreacolosiosound.com/en/about/)
21:22:42	170919/170919	---M--	200	added ('OK')	image/jpeg	etag:%22c7e2db773c9dc8ca12c3ff021629614e%22	http://images.ctfassets.net/x66g2wq4vwn7/aLCmBH5doOQsWgogWiuIM/b42168414eae6b2d09a3b0b2548699bb/microphone-garden.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/aLCmBH5doOQsWgogWiuIM/b42168414eae6b2d09a3b0b2548699bb/microphone-garden.jpg	(from https://andreacolosiosound.com/en/about/)
21:22:42	36177/36177	---M--	200	added ('OK')	image/jpeg	etag:%223b8dc893eba77783d3d7fea70c38c701%22	http://images.ctfassets.net/x66g2wq4vwn7/15MAqCXb50icKQmKs46CMS/165f3c68696c6bf3dd14fad14efc2550/on-set-1.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/15MAqCXb50icKQmKs46CMS/165f3c68696c6bf3dd14fad14efc2550/on-set-1.jpg	(from https://andreacolosiosound.com/en/about/)
21:22:43	96319/96319	---M--	200	added ('OK')	image/jpeg	etag:%22c108e6cee79126e64c716ce7b473bde4%22	http://images.ctfassets.net/x66g2wq4vwn7/YAX7gRwciyguuMiCmSCeM/2fd289358a062eac7768d069be8733e9/school-group.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/YAX7gRwciyguuMiCmSCeM/2fd289358a062eac7768d069be8733e9/school-group.jpg	(from https://andreacolosiosound.com/en/about/)
21:22:48	27903/27903	---M--	200	added ('OK')	image/jpeg	etag:%2276a3ccf95b4ef65b5d47fd9a9f5b6d00%22	http://images.ctfassets.net/x66g2wq4vwn7/6d3pLqUzlKEsSKCWy4sg4i/6a938c7edc34eaa17156811f40005be6/on-set-4.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/6d3pLqUzlKEsSKCWy4sg4i/6a938c7edc34eaa17156811f40005be6/on-set-4.jpg	(from https://andreacolosiosound.com/en/about/)
21:22:51	58500/58500	---M--	200	added ('OK')	image/jpeg	etag:%22786d64388b52d18bbd467d63d2fae042%22	http://images.ctfassets.net/x66g2wq4vwn7/2NqaoPjnaguKCgGYoyWsWU/66fee6a47ca4028e8fad750884bd737e/on-set-2.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/2NqaoPjnaguKCgGYoyWsWU/66fee6a47ca4028e8fad750884bd737e/on-set-2.jpg	(from https://andreacolosiosound.com/en/about/)
21:22:52	61972/61972	---M--	200	added ('OK')	image/jpeg	etag:%22a8a79b435f94f53a075fd57f63ab98a7%22	http://images.ctfassets.net/x66g2wq4vwn7/7mIGiRZlfyW6wuOOcaymiQ/30c91bd536b586d86d7c3586acd59b2e/on-set-3.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/7mIGiRZlfyW6wuOOcaymiQ/30c91bd536b586d86d7c3586acd59b2e/on-set-3.jpg	(from https://andreacolosiosound.com/en/about/)
21:22:58	91915/91915	---M--	200	added ('OK')	image/jpeg	etag:%224db313b49fb72c111f81c2f5728ab708%22	http://images.ctfassets.net/x66g2wq4vwn7/7LdkDK8EYFmwVc4IT38f8A/44de17f3b6fa8829e2e5cfef1be1591e/about-bts-1.jpg	C:/My%20Web%20Sites/1/images.ctfassets.net/x66g2wq4vwn7/7LdkDK8EYFmwVc4IT38f8A/44de17f3b6fa8829e2e5cfef1be1591e/about-bts-1.jpg	(from https://andreacolosiosound.com/en/about/)
